,gaze_x,gaze_y
13611,1140,492
13612,1151,461
13613,1142,473
13614,1137,480
13615,1133,471
13616,1133,472
13617,1132,472
13618,1130,471
13619,1129,468
13620,1125,471
13621,1120,473
13622,1115,470
13623,1112,463
13624,1109,455
13625,945,565
13626,752,740
13627,753,729
13628,890,599
13629,897,603
13630,972,571
13631,973,569
13632,997,585
13633,1022,587
13634,1031,569
13635,1049,544
13636,1062,544
13637,1129,594
13638,1107,535
13639,1075,519
13640,1070,522
13641,1080,520
13642,1088,520
13643,1092,520
13644,1093,518
13645,1093,517
13646,1093,515
13647,1092,514
13648,1093,512
13649,1094,512
13650,1094,511
13651,1094,512
13652,1094,512
13653,1094,514
13654,1094,515
13655,1095,516
13656,1096,516
13657,1095,518
13658,1092,521
13659,1085,526
13660,1073,528
13661,1064,528
13662,1056,525
13663,1043,524
13664,1034,524
13665,1026,528
13666,1023,531
13667,1022,532
13668,1022,532
13669,1019,530
13670,1018,527
13671,1015,525
13672,1012,524
13673,1018,529
13674,994,526
13675,983,530
13676,979,530
13677,976,533
13678,974,535
13679,970,538
13680,963,543
13681,945,564
13682,975,514
13683,1192,464
13684,1423,441
13685,1395,381
13686,1295,446
13687,1226,455
13688,1178,458
13689,1146,460
13690,1121,450
13691,1104,460
13692,1095,460
13693,1089,460
13694,1086,459
13695,1082,456
13696,1078,450
13697,1078,439
13698,1108,396
13699,1140,359
13700,1124,369
13701,902,460
13702,774,601
13703,773,650
13704,835,621
13705,911,677
13706,959,568
13707,949,568
13708,947,567
13709,954,563
13710,961,558
13711,969,555
13712,970,553
13713,969,549
13714,969,546
13715,971,542
13716,983,527
13717,985,524
13718,987,523
13719,989,523
13720,990,524
13721,979,529
13722,981,528
13723,983,529
13724,979,534
13725,983,533
13726,983,536
13727,983,539
13728,985,541
13729,988,545
13730,998,547
13731,1016,540
13732,1020,541
13733,1022,541
13734,1022,539
13735,1025,540
13736,1017,547
13737,1016,547
13738,1017,547
13739,1021,550
13740,1023,551
13741,1026,555
13742,1028,557
13743,1030,557
13744,1033,556
13745,1035,554
13746,1038,552
13747,1051,544
13748,1058,539
13749,1059,537
13750,1061,537
13751,1063,537
13752,1066,538
13753,1060,541
13754,1059,547
13755,1058,549
13756,1054,549
13757,1049,551
13758,1053,543
13759,1049,541
13760,1174,836
13761,1297,1031
13762,997,591
13763,1025,526
13764,1038,532
13765,1046,544
13766,1053,551
13767,1055,557
13768,1061,564
13769,1063,569
13770,1064,572
13771,1063,572
13772,1021,563
13773,1016,566
13774,1012,571
13775,1010,568
13776,1009,567
13777,1008,568
13778,1023,560
13779,1030,560
13780,1029,562
13781,1030,563
13782,1030,562
13783,1029,561
13784,1009,562
13785,1010,565
13786,1013,566
13787,1018,569
13788,1020,572
13789,1023,575
13790,1024,576
13791,1025,578
13792,1023,576
13793,1024,576
13794,1023,576
13795,1024,578
13796,1023,578
13797,1023,580
13798,1023,581
13799,1024,581
13800,1024,581
13801,1024,582
13802,1025,585
13803,1026,587
13804,1027,590
13805,1027,592
13806,1027,595
13807,1037,591
13808,1041,594
13809,1041,595
13810,1042,594
13811,1045,592
13812,1078,572
13813,1032,558
13814,1020,556
13815,1018,555
13816,1017,554
13817,1015,552
13818,1014,553
13819,1013,554
13820,1011,554
13821,1009,555
13822,1009,555
13823,1010,555
13824,1012,555
13825,1014,554
13826,1016,554
13827,1020,553
13828,1022,552
13829,1022,552
13830,1022,553
13831,1022,552
13832,1020,552
13833,1020,552
13834,1020,548
13835,1020,547
13836,1019,547
13837,1019,547
13838,1019,546
13839,1019,548
13840,1018,547
13841,1017,547
13842,1014,547
13843,1012,548
13844,1007,549
13845,1003,549
13846,997,547
13847,993,545
13848,989,541
13849,987,538
13850,985,536
13851,985,537
13852,983,538
13853,982,540
13854,980,543
13855,979,544
13856,978,545
13857,978,546
13858,979,545
13859,981,543
13860,984,543
13861,987,542
13862,991,541
13863,993,541
13864,996,544
13865,998,546
13866,1000,547
13867,1010,542
13868,1017,542
13869,1018,540
13870,1018,538
13871,1019,538
13872,1019,536
13873,1019,534
13874,1018,532
13875,1029,539
13876,1030,543
13877,1019,531
13878,1012,532
13879,1008,532
13880,995,539
13881,989,541
13882,985,543
13883,983,545
13884,981,547
13885,980,548
13886,981,550
13887,997,561
13888,1010,566
13889,1016,566
13890,1018,565
13891,1020,564
13892,1022,564
13893,1023,565
13894,1024,565
13895,1020,561
13896,1016,556
13897,1014,557
13898,1012,556
13899,1008,555
13900,1007,553
13901,1020,542
13902,1022,542
13903,1023,541
13904,1022,542
13905,1021,541
13906,1007,551
13907,1004,551
13908,1003,551
13909,1003,551
13910,1002,551
13911,1001,551
13912,999,553
13913,998,554
13914,996,555
13915,994,559
13916,992,563
13917,992,566
13918,992,569
13919,994,574
13920,996,576
13921,984,581
13922,974,587
13923,969,596
13924,989,591
13925,995,594
13926,1015,668
13927,1033,588
13928,1045,594
13929,1063,599
13930,1089,601
13931,1175,597
13932,1134,589
13933,1133,594
13934,1133,595
13935,1147,584
13936,1129,587
13937,1106,591
13938,1096,593
13939,1089,594
13940,1086,595
13941,1081,594
13942,1078,594
13943,1075,594
13944,1070,594
13945,1065,595
13946,1062,598
13947,1056,600
13948,1051,601
13949,1046,601
13950,1431,970
13951,1104,709
13952,1006,657
13953,984,630
13954,998,600
13955,1012,598
13956,1021,596
13957,1056,585
13958,1063,580
13959,1050,588
13960,1040,589
13961,1054,574
13962,1061,571
13963,1046,582
13964,1044,585
13965,1040,591
13966,1042,591
13967,1028,601
13968,1027,604
13969,1026,603
13970,1024,603
13971,1023,602
13972,1019,601
13973,1015,600
13974,1012,600
13975,1009,602
13976,1006,604
13977,1005,606
13978,1006,609
13979,1007,613
13980,1006,615
13981,659,953
13982,962,889
13983,1021,691
13984,1060,644
13985,982,523
13986,1018,609
13987,1021,631
13988,1015,631
13989,1016,635
13990,1018,637
13991,1020,642
13992,1022,649
13993,1024,653
13994,1025,656
13995,1024,657
13996,1023,656
13997,1022,655
13998,1037,643
13999,1038,637
14000,1039,633
14001,1037,628
14002,1026,626
14003,1021,626
14004,1021,627
14005,1021,625
14006,1021,625
14007,1018,626
14008,1019,625
14009,1020,623
14010,1022,628
14011,1024,633
14012,1026,638
14013,1028,642
14014,1030,644
14015,1030,645
14016,1033,646
14017,1036,646
14018,1039,644
14019,1042,644
14020,1045,644
14021,1045,643
14022,1046,644
14023,1045,644
14024,1043,643
14025,1043,643
14026,1041,642
14027,1041,641
14028,1041,639
14029,1041,637
14030,1042,636
14031,1043,635
14032,1043,634
14033,1057,623
14034,1059,621
14035,1056,621
14036,1053,622
14037,1049,622
14038,1031,632
14039,1036,624
14040,1040,618
14041,1040,614
14042,1040,613
14043,1041,610
14044,1028,616
14045,1024,622
14046,1025,621
14047,1025,618
14048,1025,620
14049,1027,624
14050,1026,625
14051,1024,627
14052,1034,618
14053,1033,618
14054,1032,617
14055,1030,617
14056,1016,623
14057,1002,620
14058,1046,868
14059,1464,700
14060,1450,614
14061,1394,568
14062,1305,558
14063,1277,559
14064,1234,564
14065,1203,560
14066,1194,543
14067,1173,530
14068,1158,526
14069,1149,525
14070,1141,524
14071,1128,524
14072,1121,518
14073,1113,516
14074,1107,513
14075,1103,510
14076,1100,509
14077,1104,498
14078,1108,491
14079,1109,491
14080,1111,492
14081,1112,494
14082,1106,502
14083,1102,508
14084,1102,507
14085,1102,506
14086,1104,507
14087,1107,506
14088,1109,507
14089,1113,508
14090,1113,509
14091,1113,509
14092,1113,508
14093,1113,509
14094,1113,509
14095,1113,509
14096,1124,498
14097,1130,493
14098,1148,477
14099,1152,474
14100,1171,466
14101,1173,465
14102,1159,469
14103,1147,479
14104,1155,474
14105,1148,483
14106,1144,489
14107,1156,478
14108,1180,474
14109,1169,474
14110,1167,474
14111,1168,475
14112,1238,414
14113,1216,450
14114,1226,491
14115,1211,485
14116,1195,475
14117,1181,482
14118,1166,501
14119,1154,522
14120,1150,534
14121,1150,539
14122,1171,521
14123,1179,516
14124,1181,516
14125,1181,516
14126,1180,517
14127,1162,533
14128,1178,513
14129,1178,510
14130,1171,513
14131,1167,515
14132,1167,511
14133,1145,528
14134,1133,528
14135,1124,520
14136,1116,517
14137,1107,515
14138,1091,510
14139,1080,506
14140,1072,506
14141,1065,506
14142,1060,505
14143,1068,487
14144,1065,487
14145,1073,478
14146,1084,467
14147,1067,478
14148,1059,486
14149,1049,618
14150,1049,627
14151,1053,616
14152,1055,611
14153,1057,612
14154,1060,614
14155,1063,616
14156,1066,619
14157,1069,622
14158,1070,623
14159,1099,511
14160,1100,495
14161,1099,495
14162,1100,494
14163,1100,494
14164,1100,493
14165,1099,493
14166,1098,492
14167,1095,489
14168,1092,485
14169,1089,482
14170,1089,476
14171,1101,451
14172,822,602
14173,804,675
14174,879,647
14175,947,609
14176,986,577
14177,1005,571
14178,1019,559
14179,1018,558
14180,1020,556
14181,1020,553
14182,1022,547
14183,1022,543
14184,1021,544
14185,1013,550
14186,988,559
14187,979,561
14188,1193,460
14189,1437,475
14190,1400,477
14191,1297,481
14192,1225,479
14193,1183,469
14194,1134,481
14195,1080,531
14196,1060,539
14197,1042,528
14198,1018,521
14199,996,511
14200,1110,518
14201,1124,520
14202,1125,520
14203,1127,519
14204,1133,507
14205,1173,484
14206,1180,482
14207,1179,488
14208,1124,458
14209,1008,377
14210,1015,339
14211,1011,340
14212,1033,337
14213,1044,344
14214,1066,320
14215,1062,332
14216,1051,352
14217,1032,355
14218,1025,390
14219,1048,375
14220,1062,360
14221,1075,361
14222,1071,366
14223,1078,363
14224,1066,368
14225,942,430
14226,968,410
14227,940,422
14228,933,436
14229,940,444
14230,953,448
14231,977,430
14232,1007,438
14233,1055,428
14234,1062,436
14235,1036,428
14236,1022,435
14237,1018,446
14238,1023,448
14239,1048,423
14240,1069,403
14241,1075,401
14242,1060,422
14243,1065,439
14244,1080,427
14245,1085,426
14246,1089,430
14247,1095,434
14248,1098,433
14249,1102,433
14250,1107,432
14251,1112,430
14252,1115,428
14253,1119,427
14254,1124,424
14255,1172,383
14256,1186,391
14257,1175,420
14258,1174,427
14259,1177,428
14260,1181,431
14261,1185,434
14262,1189,438
14263,1193,443
14264,1197,446
14265,1205,448
14266,1232,418
14267,1247,408
14268,1246,432
14269,1332,389
14270,1296,391
14271,1282,441
14272,1289,454
14273,1337,410
14274,1342,433
14275,949,840
14276,1018,717
14277,943,671
14278,951,595
14279,971,588
14280,920,635
14281,903,637
14282,921,621
14283,935,609
14284,948,605
14285,1030,533
14286,991,601
14287,989,590
14288,983,598
14289,989,601
14290,996,595
14291,998,591
14292,1000,584
14293,1003,575
14294,1019,567
14295,1032,572
14296,1036,574
14297,1039,577
14298,1041,578
14299,1044,577
14300,1048,574
14301,1053,551
14302,1054,547
14303,1053,539
14304,1063,526
14305,1065,521
14306,1064,512
14307,1059,509
14308,1053,506
14309,1047,507
14310,1038,512
14311,1035,548
14312,1038,575
14313,1038,580
14314,1038,580
14315,1036,579
14316,1036,580
14317,1035,577
14318,1033,574
14319,1030,570
14320,1030,568
14321,1030,566
14322,1030,568
14323,1031,570
14324,1031,572
14325,1032,576
14326,1033,580
14327,1033,581
14328,1035,585
14329,1036,588
14330,1031,578
14331,1026,568
14332,1029,570
14333,1030,571
14334,1030,567
14335,1031,567
14336,1033,575
14337,1036,577
14338,1038,577
14339,1040,577
14340,1041,577
14341,1041,575
14342,1043,581
14343,1042,579
14344,1041,579
14345,1040,581
14346,1040,581
14347,1038,579
14348,1038,581
14349,1039,579
14350,1038,575
14351,1038,573
14352,1031,572
14353,1294,987
14354,1021,764
14355,932,640
14356,953,700
14357,997,563
14358,1005,552
14359,998,537
14360,1007,546
14361,1003,566
14362,1005,569
14363,1010,570
14364,1020,573
14365,1021,564
14366,1021,560
14367,1023,563
14368,1024,565
14369,1025,569
14370,1024,587
14371,1021,619
14372,1019,623
14373,1040,610
14374,1046,607
14375,1045,610
14376,1045,611
14377,1053,603
14378,1055,612
14379,1056,615
14380,1057,623
14381,1056,623
14382,1057,624
14383,1056,626
14384,1054,623
14385,1048,623
14386,1045,621
14387,1047,607
14388,1050,601
14389,1050,596
14390,1049,591
14391,1052,589
14392,1051,587
14393,1051,580
14394,1078,553
14395,1080,548
14396,1068,546
14397,1062,551
14398,1058,554
14399,1043,571
14400,1028,589
14401,1002,600
14402,996,602
14403,993,604
14404,989,603
14405,986,601
14406,982,602
14407,979,601
14408,977,600
14409,988,589
14410,996,590
14411,1000,593
14412,1008,591
14413,1006,593
14414,1010,591
14415,1017,588
14416,1021,590
14417,1026,594
14418,1031,597
14419,1039,596
14420,1048,591
14421,1056,587
14422,1063,585
14423,1069,586
14424,1082,601
14425,1084,605
14426,1083,605
14427,1083,605
14428,1080,602
14429,1032,611
14430,1026,611
14431,1024,607
14432,1023,606
14433,1021,607
14434,1020,607
14435,1016,607
14436,1011,608
14437,1007,608
14438,1003,605
14439,1000,601
14440,998,598
14441,996,596
14442,994,595
14443,991,594
14444,989,592
14445,985,590
14446,981,588
14447,978,584
14448,976,581
14449,975,576
14450,974,572
14451,973,569
14452,975,568
14453,977,567
14454,981,571
14455,985,574
14456,989,578
14457,993,580
14458,996,581
14459,1000,581
14460,1004,578
14461,1007,574
14462,1008,565
14463,1009,555
14464,1010,547
14465,1012,542
14466,1012,538
14467,1014,538
14468,1017,540
14469,1017,546
14470,1018,550
14471,1020,555
14472,1021,559
14473,1022,566
14474,1024,569
14475,1023,571
14476,1023,570
14477,1022,570
14478,1021,570
14479,1020,569
14480,1014,566
14481,1014,566
14482,1014,565
14483,1011,565
14484,1011,570
14485,1010,574
14486,1010,577
14487,1019,590
14488,1030,603
14489,1051,605
14490,1051,605
14491,1049,606
14492,1049,608
14493,1048,608
14494,1043,614
14495,1044,614
14496,1045,613
14497,1021,656
14498,1018,662
14499,1019,665
14500,1020,666
14501,1020,665
14502,1021,665
14503,1035,654
14504,1042,648
14505,1042,645
14506,1040,645
14507,1036,644
14508,1019,653
14509,1008,657
14510,1151,588
14511,1046,562
14512,1030,574
14513,1027,580
14514,1027,584
14515,1026,585
14516,1024,587
14517,1025,590
14518,1023,591
14519,1019,583
14520,1018,581
14521,1018,582
14522,1017,582
14523,1015,579
14524,1015,576
14525,1019,583
14526,1023,587
14527,1024,586
14528,1025,586
14529,1026,588
14530,1030,588
14531,1032,587
14532,1034,589
14533,1036,590
14534,1036,590
14535,1037,592
14536,1037,593
14537,1038,594
14538,1039,588
14539,1040,589
14540,1039,585
14541,1038,581
14542,1036,576
14543,1036,577
14544,1036,577
14545,1034,575
14546,1032,574
14547,1029,572
14548,1028,558
14549,1027,553
14550,1025,553
14551,1022,553
14552,1020,553
14553,1013,559
14554,1009,564
14555,1008,566
14556,1005,567
14557,1005,568
14558,1004,566
14559,1003,563
14560,1002,560
14561,1002,558
14562,1001,560
14563,1001,560
14564,999,562
14565,995,564
14566,990,567
14567,985,570
14568,980,573
14569,976,575
14570,989,520
14571,1200,475
14572,1447,479
14573,1621,486
14574,1540,482
14575,1432,461
14576,1365,424
14577,1284,456
14578,1238,463
14579,1201,458
14580,1158,457
14581,1141,459
14582,1129,457
14583,1121,458
14584,1118,457
14585,1117,455
14586,1116,454
14587,1118,453
14588,1122,453
14589,1129,452
14590,1161,420
14591,1260,405
14592,1209,383
14593,1221,383
14594,1220,394
14595,1216,413
14596,1225,401
14597,1234,413
14598,1249,420
14599,1260,426
14600,1270,430
14601,1294,406
14602,1268,418
14603,721,606
14604,1009,614
14605,1062,594
14606,1095,600
14607,1115,604
14608,1266,577
14609,1160,605
14610,1105,621
14611,1070,623
14612,1027,624
14613,1025,590
14614,962,600
14615,921,583
14616,908,587
14617,897,586
14618,888,598
14619,891,598
14620,905,581
14621,923,581
14622,950,576
14623,966,574
14624,973,578
14625,975,578
14626,976,579
14627,978,582
14628,991,574
14629,1004,575
14630,1006,571
14631,1011,576
14632,1018,579
14633,1022,586
14634,1022,593
14635,1023,595
14636,1023,598
14637,1024,600
14638,1025,598
14639,1027,597
14640,1020,638
14641,1022,654
14642,1018,660
14643,1018,659
14644,1017,654
14645,1014,650
14646,1014,645
14647,1015,640
14648,1017,638
14649,1019,640
14650,1020,640
14651,1023,641
14652,1040,643
14653,1079,644
14654,1105,655
14655,1130,658
14656,1150,658
14657,1151,660
14658,1138,659
14659,1198,637
14660,1076,651
14661,1031,662
14662,994,664
14663,961,656
14664,1012,649
14665,928,643
14666,959,622
14667,921,645
14668,945,633
14669,965,619
14670,978,613
14671,986,613
14672,987,615
14673,987,614
14674,990,618
14675,991,619
14676,992,621
14677,992,617
14678,995,617
14679,999,618
14680,1002,617
14681,1002,614
14682,1003,615
14683,1018,606
14684,1018,604
14685,1018,608
14686,1018,610
14687,1020,613
14688,1009,625
14689,1009,629
14690,1011,631
14691,1014,633
14692,1015,632
14693,1016,631
14694,1022,621
14695,1022,617
14696,1020,613
14697,1018,612
14698,1011,616
14699,1008,619
14700,1006,617
14701,1005,617
14702,1004,616
14703,1005,616
14704,1005,616
14705,1005,617
14706,1008,618
14707,1008,618
14708,1008,618
14709,1007,617
14710,1008,617
14711,1005,614
14712,1004,614
14713,1209,673
14714,1542,522
14715,1414,546
14716,1317,527
14717,1256,536
14718,1221,506
14719,1187,490
14720,1197,450
14721,1194,438
14722,1198,433
14723,1176,433
14724,1161,435
14725,1174,434
14726,1142,444
14727,1120,463
14728,1117,468
14729,1116,478
14730,1121,494
14731,1130,505
14732,1149,509
14733,1162,516
14734,1180,520
14735,1205,506
14736,1274,449
14737,1270,445
14738,1288,455
14739,1307,464
14740,1283,480
14741,1285,488
14742,1294,483
14743,1302,479
14744,1320,462
14745,1381,466
14746,996,668
14747,850,725
14748,888,656
14749,911,646
14750,937,633
14751,959,626
14752,985,621
14753,998,622
14754,1009,602
14755,1008,619
14756,1006,620
14757,1007,620
14758,1008,619
14759,1008,620
14760,1007,620
14761,1007,620
14762,1007,621
14763,1006,623
14764,1003,620
14765,1003,620
14766,999,620
14767,1000,621
14768,1018,606
14769,1022,605
14770,1020,610
14771,1019,612
14772,1019,612
14773,1008,620
14774,1004,628
14775,1003,630
14776,1005,632
14777,1007,635
14778,1009,636
14779,1012,636
14780,1014,635
14781,1017,635
14782,1018,635
14783,1020,636
14784,1020,635
14785,1022,637
14786,1024,643
14787,1024,647
14788,1025,648
14789,1027,652
14790,1027,655
14791,1027,656
14792,1028,656
14793,1024,652
14794,1023,652
14795,1024,653
14796,1024,652
14797,1024,652
14798,1022,654
14799,1022,655
14800,1021,655
14801,1019,655
14802,1018,655
14803,1017,655
14804,1017,655
14805,1018,653
14806,1027,646
14807,1023,650
14808,1019,657
14809,1017,657
14810,1016,657
14811,1015,658
14812,1014,658
14813,1013,658
14814,1012,658
14815,1012,658
14816,1012,658
14817,1011,659
14818,1010,659
14819,1009,658
14820,1008,657
14821,1008,658
14822,1008,659
14823,1009,665
14824,1497,967
14825,1153,787
14826,1006,593
14827,1010,663
14828,1011,692
14829,1011,692
14830,1019,669
14831,1020,669
14832,1031,676
14833,1040,663
14834,1041,662
14835,1041,670
14836,1024,677
14837,1022,675
14838,1020,671
14839,1021,671
14840,1019,668
14841,1019,666
14842,1018,663
14843,1019,663
14844,1018,660
14845,1019,659
14846,1024,655
14847,1020,658
14848,1039,642
14849,1028,649
14850,1022,655
14851,1036,643
14852,1043,638
14853,1043,640
14854,1044,642
14855,1044,643
14856,1031,655
14857,1023,663
14858,1021,665
14859,1018,666
14860,1014,667
14861,1012,666
14862,1009,663
14863,1007,660
14864,1005,656
14865,1005,654
14866,1004,653
14867,1002,652
14868,1003,651
14869,1003,650
14870,1003,646
14871,1003,642
14872,999,629
14873,997,623
14874,995,621
14875,993,621
14876,990,620
14877,986,620
14878,978,625
14879,1348,655
14880,1566,536
14881,1483,578
14882,1357,602
14883,1300,592
14884,1251,595
14885,1169,554
14886,1137,531
14887,1116,523
14888,1099,518
14889,1080,516
14890,1066,511
14891,1055,512
14892,1049,509
14893,1043,505
14894,1040,503
14895,1036,499
14896,1034,492
14897,1092,541
14898,1104,554
14899,1104,554
14900,1103,548
14901,1101,543
14902,1114,527
14903,1112,524
14904,1120,539
14905,1200,547
14906,1203,544
14907,1190,540
14908,1174,534
14909,1161,529
14910,1152,531
14911,1148,534
14912,1145,536
14913,1143,539
14914,1142,542
14915,1143,542
14916,1155,536
14917,1191,531
14918,1206,529
14919,1214,532
14920,1215,531
14921,1215,530
14922,1215,528
14923,1216,526
14924,1216,525
14925,1138,435
14926,1021,377
14927,1001,425
14928,1026,439
14929,1060,418
14930,1032,413
14931,1021,415
14932,1012,434
14933,1008,447
14934,1008,451
14935,1011,457
14936,1013,462
14937,1015,466
14938,1016,471
14939,1011,474
14940,1030,448
14941,1004,475
14942,1054,453
14943,1207,420
14944,1184,447
14945,1144,468
14946,1125,466
14947,1106,472
14948,1144,436
14949,1133,444
14950,1137,438
14951,1144,439
14952,1140,439
14953,1124,442
14954,1115,443
14955,1111,442
14956,1096,453
14957,1080,469
14958,1075,469
14959,1072,466
14960,1070,464
14961,1069,463
14962,1069,461
14963,1070,460
14964,1080,456
14965,1097,451
14966,1119,396
14967,832,624
14968,880,592
14969,933,556
14970,974,528
14971,1003,497
14972,1026,487
14973,1041,489
14974,1052,495
14975,1061,500
14976,1064,501
14977,1072,489
14978,1072,487
14979,1070,486
14980,1069,482
14981,1068,476
14982,1065,473
14983,1061,470
14984,1060,468
14985,1060,467
14986,1057,466
14987,1052,466
14988,1041,471
14989,1014,491
14990,991,495
14991,980,497
14992,1144,413
14993,1393,441
14994,1439,446
14995,1316,441
14996,1235,449
14997,1173,429
14998,1132,430
14999,1103,432
15000,1092,428
15001,1085,421
15002,1074,423
15003,1061,430
15004,1056,434
15005,1051,436
15006,1048,439
15007,1047,442
15008,1051,418
15009,1049,413
15010,1060,405
15011,1049,407
15012,1041,416
15013,1036,422
15014,1030,436
15015,1030,440
15016,1050,426
15017,1058,425
15018,1059,424
15019,1059,422
15020,1055,423
15021,1037,432
15022,1032,442
15023,1030,448
15024,1027,464
15025,1032,460
15026,1036,456
15027,1037,455
15028,1040,455
15029,1042,455
15030,1037,468
15031,1035,476
15032,1036,473
15033,1037,472
15034,1039,473
15035,1052,463
15036,1073,451
15037,1079,453
15038,1092,450
15039,1099,453
15040,1076,462
15041,1070,469
15042,1080,461
15043,1073,470
15044,1075,473
15045,1090,457
15046,1095,455
15047,1089,463
15048,1091,465
15049,1093,465
15050,1092,469
15051,1098,466
15052,1116,454
15053,1120,453
15054,1122,454
15055,1096,460
15056,1038,618
15057,1139,517
15058,1137,510
15059,1136,510
15060,1138,509
15061,1140,509
15062,1147,517
15063,1155,530
15064,1155,536
15065,1156,539
15066,1158,541
15067,1160,542
15068,1161,544
15069,1164,544
15070,1166,546
15071,1168,546
15072,1170,545
15073,1172,544
15074,1173,543
15075,1174,541
15076,1178,538
15077,1179,537
15078,1181,536
15079,1180,536
15080,1177,539
15081,1176,540
15082,1176,540
15083,1176,540
15084,1176,541
15085,1177,541
15086,1178,541
15087,1176,540
15088,1163,546
15089,1169,542
15090,1170,541
15091,1169,540
15092,1173,540
15093,1177,539
15094,1178,537
15095,1174,535
15096,1161,534
15097,1152,532
15098,1144,531
15099,1139,529
15100,1137,528
15101,1135,527
15102,1132,528
15103,1131,528
15104,1142,515
15105,1148,507
15106,1175,480
15107,1170,480
15108,1151,492
15109,1136,495
15110,1126,492
15111,1122,492
15112,1118,484
15113,1115,475
15114,1113,465
15115,1109,455
15116,1102,447
15117,1094,438
15118,1087,434
15119,1088,422
15120,1083,421
15121,1074,421
15122,1066,424
15123,1058,429
15124,1054,432
15125,1050,432
15126,1049,431
15127,1051,429
15128,1094,382
15129,1136,360
15130,1115,395
15131,1122,393
15132,1150,358
15133,1168,348
15134,1218,366
15135,1238,377
15136,1267,396
15137,1268,408
15138,1211,412
15139,1199,453
15140,1205,463
15141,1212,464
15142,1220,462
15143,1225,462
15144,1236,450
15145,1255,429
15146,1261,425
15147,1263,426
15148,1265,425
15149,1258,444
15150,1254,458
15151,1271,446
15152,1275,448
15153,1281,440
15154,1284,437
15155,1295,431
15156,1305,430
15157,1301,428
15158,1290,434
15159,1296,427
15160,1294,425
15161,1272,453
15162,1203,393
15163,864,717
15164,952,575
15165,979,545
15166,1088,498
15167,1015,543
15168,1109,504
15169,1058,557
15170,1038,554
15171,1043,559
15172,1044,558
15173,1068,540
15174,1076,531
15175,1076,531
15176,1075,533
15177,1075,531
15178,1074,532
15179,1073,534
15180,1090,522
15181,1088,522
15182,1086,522
15183,1084,521
15184,1083,519
15185,1068,528
15186,1062,527
15187,1048,526
15188,1032,527
15189,1033,526
15190,1208,466
15191,1464,458
15192,1613,386
15193,1437,423
15194,1432,401
15195,1455,353
15196,1263,430
15197,1212,449
15198,1198,456
15199,1194,453
15200,1190,451
15201,1198,436
15202,1205,424
15203,1143,414
15204,883,569
15205,920,661
15206,842,584
15207,887,572
15208,921,552
15209,955,548
15210,959,558
15211,963,551
15212,970,545
15213,973,543
15214,974,543
15215,975,543
15216,990,532
15217,1004,521
15218,1006,524
15219,1036,567
15220,1058,573
15221,1022,527
15222,976,550
15223,1025,496
15224,1244,572
15225,1315,444
15226,1242,432
15227,1246,382
15228,1149,402
15229,1109,386
15230,1095,389
15231,1109,393
15232,1104,400
15233,1097,406
15234,1092,411
15235,1109,394
15236,1106,392
15237,1101,396
15238,1096,401
15239,1092,404
15240,1075,419
15241,1074,423
15242,1075,424
15243,1085,430
15244,1175,433
15245,1140,438
15246,1221,417
15247,1195,446
15248,1219,463
15249,1242,474
15250,1268,475
15251,1309,433
15252,1288,446
15253,1275,453
15254,1239,470
15255,1227,440
15256,1266,382
15257,1188,440
15258,1164,456
15259,1155,453
15260,1148,452
15261,1143,451
15262,1138,452
15263,1135,451
15264,1132,447
15265,1132,443
15266,1133,440
15267,1135,438
15268,1137,438
15269,1137,441
15270,1137,444
15271,1136,444
15272,1137,444
15273,1138,441
15274,1140,434
15275,1157,407
15276,1171,390
15277,1141,392
15278,755,719
15279,828,660
15280,899,584
15281,1119,500
15282,988,547
15283,1000,547
15284,1013,539
15285,1012,530
15286,1023,524
15287,1027,523
15288,1018,526
15289,1011,531
15290,1040,526
15291,1038,522
15292,1034,521
15293,1032,536
15294,1036,538
15295,1038,540
15296,1059,534
15297,1007,559
15298,1103,471
15299,1341,429
15300,1424,417
15301,1333,405
15302,1269,415
15303,1197,427
15304,1158,411
15305,1195,379
15306,1180,381
15307,1140,405
15308,1134,393
15309,1160,403
15310,1141,391
15311,1114,392
15312,1101,406
15313,1086,424
15314,1080,431
15315,1078,433
15316,1077,435
15317,1075,438
15318,1074,439
15319,1074,443
15320,1075,448
15321,1077,454
15322,1080,461
15323,1083,467
15324,1088,472
15325,1094,475
15326,1102,478
15327,1108,483
15328,1113,488
15329,1117,492
15330,1125,496
15331,1139,499
15332,1154,505
15333,1166,510
15334,1176,513
15335,1188,516
15336,1197,521
15337,1216,514
15338,1290,509
15339,1264,494
15340,1239,516
15341,1235,532
15342,1273,506
15343,1296,506
15344,1276,543
15345,1282,555
15346,1287,563
15347,1295,563
15348,1300,563
15349,1301,561
15350,1303,558
15351,1322,537
15352,1318,528
15353,1290,534
15354,1273,526
15355,1264,520
15356,1287,484
15357,1267,477
15358,1229,495
15359,1215,501
15360,1207,506
15361,1200,507
15362,1196,508
15363,1192,508
15364,1189,509
15365,1182,511
15366,1170,512
15367,1158,509
15368,1150,508
15369,1142,507
15370,1136,506
15371,1128,505
15372,1121,504
15373,1117,502
15374,1132,488
15375,1147,479
15376,1149,480
15377,1171,486
15378,1041,594
15379,1219,547
15380,1187,492
15381,1186,491
15382,1151,501
15383,1142,504
15384,1141,500
15385,1141,498
15386,1142,497
15387,1142,496
15388,1142,494
